model,task,downloads,likes,last_modified,library,license,tags,arxiv
Qwen/Qwen3-14B-AWQ,text-generation,1787353,71,2025-05-21T06:21:57.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3|text-generation|conversational|arxiv:2309.00071|arxiv:2505.09388|base_model:Qwen/Qwen3-14B|base_model:quantized:Qwen/Qwen3-14B|license:apache-2.0|text-generation-inference|endpoints_compatible|4-bit|awq|region:us,True
nvidia/NVIDIA-Nemotron-3-Nano-4B-BF16,text-generation,1737901,101,2026-03-20T20:50:41.000Z,transformers,license:other,transformers|safetensors|nemotron_h|text-generation|nvidia|pytorch|conversational|custom_code|en|dataset:nvidia/Nemotron-CC-v2|dataset:nvidia/Nemotron-Post-Training-Dataset-v2|dataset:nvidia/Nemotron-Science-v1|dataset:nvidia/Nemotron-Instruction-Following-Chat-v1|dataset:nvidia/Nemotron-Agentic-v1|dataset:nvidia/Nemotron-Competitive-Programming-v1|dataset:nvidia/Nemotron-Math-Proofs-v1|dataset:nvidia/Nemotron-RL-Agentic-Conversational-Tool-Use-Pivot-v1|dataset:nvidia/Nemotron-RL-instruction_following|dataset:nvidia/Nemotron-RL-agent-calendar_scheduling|dataset:nvidia/Nemotron-RL-instruction_following-structured_outputs|arxiv:2511.16664|arxiv:2504.03624|arxiv:2512.20856|arxiv:2512.20848|arxiv:2412.02595|base_model:nvidia/NVIDIA-Nemotron-Nano-9B-v2|base_model:finetune:nvidia/NVIDIA-Nemotron-Nano-9B-v2|license:other|endpoints_compatible|region:us,True
Qwen/Qwen3-32B-AWQ,text-generation,1711213,136,2025-05-21T06:17:51.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3|text-generation|conversational|arxiv:2309.00071|arxiv:2505.09388|base_model:Qwen/Qwen3-32B|base_model:quantized:Qwen/Qwen3-32B|license:apache-2.0|text-generation-inference|endpoints_compatible|4-bit|awq|region:us,True
ibm-research/PowerMoE-3b,text-generation,1701962,20,2024-09-24T22:04:31.000Z,transformers,license:apache-2.0,transformers|safetensors|granitemoe|text-generation|arxiv:2408.13359|license:apache-2.0|model-index|region:us,True
zai-org/GLM-5.2-FP8,text-generation,1700978,189,2026-07-02T08:09:27.000Z,transformers,license:mit,transformers|safetensors|glm_moe_dsa|text-generation|conversational|en|zh|arxiv:2602.15763|arxiv:2603.12201|license:mit|endpoints_compatible|fp8|region:us,True
Qwen/Qwen3-Coder-30B-A3B-Instruct,text-generation,1691190,1145,2025-12-03T08:05:17.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_moe|text-generation|conversational|arxiv:2505.09388|license:apache-2.0|endpoints_compatible|deploy:azure|region:us,True
RedHatAI/Llama-3.2-1B-Instruct-FP8-dynamic,text-generation,1614810,4,2024-10-09T18:57:13.000Z,safetensors,license:llama3.2,safetensors|llama|fp8|vllm|text-generation|conversational|en|de|fr|it|pt|hi|es|th|base_model:meta-llama/Llama-3.2-1B-Instruct|base_model:quantized:meta-llama/Llama-3.2-1B-Instruct|license:llama3.2|compressed-tensors|region:us,False
nvidia/diffusiongemma-26B-A4B-it-NVFP4,text-generation,1584127,93,2026-07-04T17:57:49.000Z,safetensors,license:apache-2.0,safetensors|diffusion_gemma|nvidia|ModelOpt|DiffusionGemma-26B-A4B-IT|quantized|NVFP4|nvfp4|text-generation|conversational|base_model:google/diffusiongemma-26B-A4B-it|base_model:quantized:google/diffusiongemma-26B-A4B-it|license:apache-2.0|8-bit|modelopt|region:us,False
apple/OpenELM-1_1B-Instruct,text-generation,1551103,75,2025-02-28T18:31:24.000Z,transformers,license:apple-amlr,transformers|safetensors|openelm|text-generation|custom_code|arxiv:2404.14619|license:apple-amlr|region:us,True
nvidia/Gemma-4-31B-IT-NVFP4,text-generation,1542625,526,2026-05-08T03:33:34.000Z,Model Optimizer,license:other,Model Optimizer|safetensors|nvidia|ModelOpt|Gemma-4-31B-IT|lighthouse|quantized|NVFP4|text-generation|base_model:google/gemma-4-31B-it|base_model:finetune:google/gemma-4-31B-it|license:other|deploy:azure|region:us,False
meta-llama/Llama-3.1-8B,text-generation,1538560,2305,2024-10-16T22:00:37.000Z,transformers,license:llama3.1,transformers|safetensors|llama|text-generation|facebook|meta|pytorch|llama-3|en|de|fr|it|pt|hi|es|th|arxiv:2204.05149|license:llama3.1|eval-results|text-generation-inference|endpoints_compatible|region:us,True
deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,text-generation,1492978,1080,2025-05-29T13:13:34.000Z,transformers,license:mit,transformers|safetensors|qwen3|text-generation|conversational|arxiv:2501.12948|license:mit|text-generation-inference|endpoints_compatible|region:us,True
Qwen/Qwen2.5-14B-Instruct-AWQ,text-generation,1477335,37,2024-10-09T12:26:42.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|chat|conversational|en|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-14B-Instruct|base_model:quantized:Qwen/Qwen2.5-14B-Instruct|license:apache-2.0|text-generation-inference|endpoints_compatible|4-bit|awq|region:us,True
HuggingFaceTB/SmolLM2-135M,text-generation,1452217,212,2025-02-06T10:34:41.000Z,transformers,license:apache-2.0,transformers|safetensors|llama|text-generation|en|arxiv:2502.02737|license:apache-2.0|eval-results|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,text-generation,1446022,187,2025-12-03T08:20:23.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_moe|text-generation|conversational|arxiv:2505.09388|license:apache-2.0|endpoints_compatible|fp8|deploy:azure|region:us,True
QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,text-generation,1431784,43,2025-10-08T14:25:49.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_vl_moe|image-text-to-text|AWQ|vLLM|text-generation|conversational|arxiv:2505.09388|arxiv:2502.13923|arxiv:2409.12191|arxiv:2308.12966|base_model:Qwen/Qwen3-VL-30B-A3B-Instruct|base_model:quantized:Qwen/Qwen3-VL-30B-A3B-Instruct|license:apache-2.0|endpoints_compatible|4-bit|awq|region:us,True
Qwen/Qwen2.5-Coder-32B-Instruct,text-generation,1354213,2067,2025-01-12T02:02:22.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|code|codeqwen|chat|qwen|qwen-coder|conversational|en|arxiv:2409.12186|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-Coder-32B|base_model:finetune:Qwen/Qwen2.5-Coder-32B|license:apache-2.0|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,text-generation,1334798,164,2026-03-15T04:27:10.000Z,transformers,license:other,transformers|safetensors|nemotron_h|text-generation|nvidia|pytorch|conversational|custom_code|en|es|fr|de|ja|it|dataset:nvidia/Nemotron-Pretraining-Code-v1|dataset:nvidia/Nemotron-CC-v2|dataset:nvidia/Nemotron-Pretraining-SFT-v1|dataset:nvidia/Nemotron-CC-Math-v1|dataset:nvidia/Nemotron-Pretraining-Code-v2|dataset:nvidia/Nemotron-Pretraining-Specialized-v1|dataset:nvidia/Nemotron-CC-v2.1|dataset:nvidia/Nemotron-CC-Code-v1|dataset:nvidia/Nemotron-Pretraining-Dataset-sample|dataset:nvidia/Nemotron-Competitive-Programming-v1|dataset:nvidia/Nemotron-Math-v2|dataset:nvidia/Nemotron-Agentic-v1|dataset:nvidia/Nemotron-Math-Proofs-v1|dataset:nvidia/Nemotron-Instruction-Following-Chat-v1|dataset:nvidia/Nemotron-Science-v1|dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend|arxiv:2512.20848|arxiv:2512.20856|arxiv:2601.20088|base_model:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16|base_model:quantized:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16|license:other|endpoints_compatible|8-bit|region:us,True
meta-llama/Meta-Llama-3-8B-Instruct,text-generation,1328169,4680,2025-06-18T23:49:51.000Z,transformers,license:llama3,transformers|safetensors|llama|text-generation|facebook|meta|pytorch|llama-3|conversational|en|license:llama3|eval-results|text-generation-inference|endpoints_compatible|deploy:azure|region:us,False
openai-community/gpt2-large,text-generation,1322190,354,2024-02-19T11:11:02.000Z,transformers,license:mit,transformers|pytorch|tf|jax|rust|onnx|safetensors|gpt2|text-generation|en|arxiv:1910.09700|license:mit|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
meta-llama/Meta-Llama-3-8B,text-generation,1312629,6587,2024-09-27T15:52:33.000Z,transformers,license:llama3,transformers|safetensors|llama|text-generation|facebook|meta|pytorch|llama-3|en|license:llama3|eval-results|text-generation-inference|endpoints_compatible|region:us,False
Qwen/Qwen3-Coder-Next,text-generation,1277094,1511,2026-02-03T16:16:38.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_next|text-generation|conversational|license:apache-2.0|eval-results|endpoints_compatible|deploy:azure|region:us,False
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16,text-generation,1246835,398,2026-04-29T16:15:40.000Z,transformers,license:other,transformers|safetensors|nemotron_h|text-generation|nvidia|pytorch|nemotron-3|latent-moe|mtp|conversational|custom_code|en|fr|es|it|de|ja|zh|dataset:nvidia/nemotron-post-training-v3|dataset:nvidia/nemotron-pre-training-datasets|arxiv:2512.20848|arxiv:2512.20856|license:other|eval-results|endpoints_compatible|deploy:azure|region:us,True
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,text-generation,1230739,380,2026-05-01T16:54:19.000Z,transformers,license:other,transformers|safetensors|nemotron_h|text-generation|nvidia|pytorch|nemotron-3|latent-moe|mtp|conversational|custom_code|en|fr|es|it|de|ja|zh|dataset:nvidia/nemotron-post-training-v3|dataset:nvidia/nemotron-pre-training-datasets|arxiv:2512.20848|arxiv:2512.20856|license:other|endpoints_compatible|8-bit|modelopt|region:us,True
MiniMaxAI/MiniMax-M2.7,text-generation,1197867,1225,2026-04-20T04:28:14.000Z,transformers,license:other,transformers|safetensors|minimax_m2|text-generation|conversational|custom_code|license:other|eval-results|endpoints_compatible|fp8|region:us,False
Qwen/Qwen3-30B-A3B-Instruct-2507,text-generation,1194928,819,2025-09-17T06:56:43.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3_moe|text-generation|conversational|arxiv:2402.17463|arxiv:2407.02490|arxiv:2501.15383|arxiv:2404.06654|arxiv:2505.09388|license:apache-2.0|eval-results|endpoints_compatible|deploy:azure|region:us,True
h2oai/h2ovl-mississippi-800m,text-generation,1190703,40,2024-12-13T17:12:04.000Z,transformers,license:apache-2.0,transformers|safetensors|h2ovl_chat|feature-extraction|gpt|llm|multimodal large language model|ocr|text-generation|conversational|custom_code|en|arxiv:2410.13611|license:apache-2.0|region:us,True
Qwen/Qwen2-0.5B,text-generation,1190044,169,2024-10-22T13:47:30.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|pretrained|conversational|en|license:apache-2.0|eval-results|text-generation-inference|endpoints_compatible|deploy:azure|region:us,False
deepseek-ai/DeepSeek-V2-Lite-Chat,text-generation,1187739,144,2024-06-25T08:36:27.000Z,transformers,license:other,transformers|safetensors|deepseek_v2|text-generation|conversational|custom_code|arxiv:2405.04434|license:other|text-generation-inference|endpoints_compatible|region:us,True
deepseek-ai/DeepSeek-V4-Pro,text-generation,1178182,5164,2026-06-22T12:12:50.000Z,transformers,license:mit,transformers|safetensors|deepseek_v4|text-generation|arxiv:2606.19348|license:mit|eval-results|endpoints_compatible|8-bit|fp8|region:us,True
Qwen/Qwen2.5-1.5B,text-generation,1161161,194,2024-10-08T10:56:50.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|conversational|en|arxiv:2407.10671|license:apache-2.0|eval-results|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
h2oai/h2ovl-mississippi-2b,text-generation,1158366,42,2025-09-29T20:11:28.000Z,transformers,license:apache-2.0,transformers|safetensors|h2ovl_chat|feature-extraction|gpt|llm|multimodal large language model|ocr|text-generation|conversational|custom_code|en|arxiv:2410.13611|license:apache-2.0|region:us,True
meta-llama/Llama-3.1-70B-Instruct,text-generation,1144057,926,2024-12-15T01:55:33.000Z,transformers,license:llama3.1,transformers|safetensors|llama|text-generation|facebook|meta|pytorch|llama-3|conversational|en|de|fr|it|pt|hi|es|th|arxiv:2204.05149|base_model:meta-llama/Llama-3.1-70B|base_model:finetune:meta-llama/Llama-3.1-70B|license:llama3.1|eval-results|text-generation-inference|endpoints_compatible|region:us,True
moonshotai/Kimi-K2-Instruct-0905,text-generation,1133030,770,2026-01-30T04:50:25.000Z,transformers,license:other,transformers|safetensors|kimi_k2|text-generation|conversational|custom_code|license:other|eval-results|endpoints_compatible|fp8|region:us,False
TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,text-generation,1099565,10,2023-10-03T11:07:41.000Z,transformers,license:apache-2.0,transformers|safetensors|llama|text-generation|en|dataset:cerebras/SlimPajama-627B|dataset:bigcode/starcoderdata|dataset:OpenAssistant/oasst_top1_2023-08-25|base_model:TinyLlama/TinyLlama-1.1B-Chat-v0.3|base_model:quantized:TinyLlama/TinyLlama-1.1B-Chat-v0.3|license:apache-2.0|text-generation-inference|4-bit|gptq|deploy:azure|region:us,False
google/gemma-3-270m-it,text-generation,1088431,602,2025-08-14T07:35:07.000Z,transformers,license:gemma,transformers|safetensors|gemma3_text|text-generation|gemma3|gemma|google|conversational|arxiv:2503.19786|arxiv:1905.07830|arxiv:1905.10044|arxiv:1911.11641|arxiv:1705.03551|arxiv:1911.01547|arxiv:1907.10641|arxiv:2311.07911|arxiv:2311.12022|arxiv:2411.04368|arxiv:1904.09728|arxiv:1903.00161|arxiv:2009.03300|arxiv:2304.06364|arxiv:2103.03874|arxiv:2110.14168|arxiv:2108.07732|arxiv:2107.03374|arxiv:2403.07974|arxiv:2305.03111|arxiv:2405.04520|arxiv:2210.03057|arxiv:2106.03193|arxiv:1910.11856|arxiv:2502.12404|arxiv:2502.21228|arxiv:2404.16816|arxiv:2104.12756|arxiv:2311.16502|arxiv:2203.10244|arxiv:2404.12390|arxiv:1810.12440|arxiv:1908.02660|arxiv:2310.02255|arxiv:2312.11805|base_model:google/gemma-3-270m|base_model:finetune:google/gemma-3-270m|license:gemma|eval-results|text-generation-inference|endpoints_compatible|region:us,True
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,text-generation,1077349,619,2024-07-03T05:16:11.000Z,transformers,license:other,transformers|safetensors|deepseek_v2|text-generation|conversational|custom_code|arxiv:2401.06066|license:other|eval-results|text-generation-inference|endpoints_compatible|region:us,True
sshleifer/tiny-gpt2,text-generation,1073638,36,2021-05-23T12:55:11.000Z,transformers,,transformers|pytorch|tf|jax|gpt2|text-generation|text-generation-inference|endpoints_compatible|region:us,False
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,text-generation,1070751,788,2026-03-15T04:25:53.000Z,transformers,license:other,transformers|safetensors|nemotron_h|text-generation|nvidia|pytorch|conversational|custom_code|en|es|fr|de|ja|it|dataset:nvidia/Nemotron-Pretraining-Code-v1|dataset:nvidia/Nemotron-CC-v2|dataset:nvidia/Nemotron-Pretraining-SFT-v1|dataset:nvidia/Nemotron-CC-Math-v1|dataset:nvidia/Nemotron-Pretraining-Code-v2|dataset:nvidia/Nemotron-Pretraining-Specialized-v1|dataset:nvidia/Nemotron-CC-v2.1|dataset:nvidia/Nemotron-CC-Code-v1|dataset:nvidia/Nemotron-Pretraining-Dataset-sample|dataset:nvidia/Nemotron-Competitive-Programming-v1|dataset:nvidia/Nemotron-Math-v2|dataset:nvidia/Nemotron-Agentic-v1|dataset:nvidia/Nemotron-Math-Proofs-v1|dataset:nvidia/Nemotron-Instruction-Following-Chat-v1|dataset:nvidia/Nemotron-Science-v1|dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend|arxiv:2512.20848|arxiv:2512.20856|license:other|eval-results|endpoints_compatible|deploy:azure|region:us,True
nvidia/Kimi-K2.5-NVFP4,text-generation,1054778,86,2026-05-13T22:27:55.000Z,Model Optimizer,license:other,Model Optimizer|safetensors|kimi_k25|nvidia|ModelOpt|Kimi-K2|quantized|FP4|text-generation|conversational|custom_code|base_model:moonshotai/Kimi-K2.5|base_model:quantized:moonshotai/Kimi-K2.5|license:other|modelopt|region:us,False
Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,text-generation,1031662,21,2025-01-12T02:15:55.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen2|text-generation|code|codeqwen|chat|qwen|qwen-coder|conversational|en|arxiv:2409.12186|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-Coder-14B-Instruct|base_model:quantized:Qwen/Qwen2.5-Coder-14B-Instruct|license:apache-2.0|text-generation-inference|endpoints_compatible|4-bit|awq|deploy:azure|region:us,True
deepseek-ai/DeepSeek-V3,text-generation,1028701,4095,2025-03-27T04:01:45.000Z,transformers,,transformers|safetensors|deepseek_v3|text-generation|conversational|custom_code|arxiv:2412.19437|eval-results|text-generation-inference|endpoints_compatible|fp8|region:us,True
Qwen/Qwen2.5-72B-Instruct-AWQ,text-generation,1023155,78,2024-10-09T12:27:10.000Z,transformers,license:other,transformers|safetensors|qwen2|text-generation|chat|conversational|en|arxiv:2309.00071|arxiv:2407.10671|base_model:Qwen/Qwen2.5-72B-Instruct|base_model:quantized:Qwen/Qwen2.5-72B-Instruct|license:other|text-generation-inference|endpoints_compatible|4-bit|awq|region:us,True
microsoft/Phi-3.5-mini-instruct,text-generation,1003632,995,2025-12-10T20:22:56.000Z,transformers,license:mit,transformers|safetensors|phi3|text-generation|nlp|code|conversational|custom_code|multilingual|arxiv:2404.14219|arxiv:2407.13833|arxiv:2403.06412|license:mit|eval-results|text-generation-inference|endpoints_compatible|region:us,True
mistralai/Mistral-7B-Instruct-v0.2,text-generation,996887,3181,2025-07-24T16:57:21.000Z,transformers,license:apache-2.0,transformers|pytorch|safetensors|mistral|text-generation|finetuned|mistral-common|conversational|arxiv:2310.06825|license:apache-2.0|eval-results|text-generation-inference|deploy:azure|region:us,True
Qwen/Qwen3-0.6B-Base,text-generation,980373,174,2025-07-26T03:45:42.000Z,transformers,license:apache-2.0,transformers|safetensors|qwen3|text-generation|conversational|arxiv:2505.09388|license:apache-2.0|text-generation-inference|endpoints_compatible|region:us,True
nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,text-generation,974557,0,2024-10-09T20:00:05.000Z,safetensors,license:apache-2.0,safetensors|llama|text-generation|conversational|en|arxiv:2210.17323|license:apache-2.0|compressed-tensors|region:us,True
deepseek-ai/DeepSeek-V3-0324,text-generation,953418,3134,2025-03-27T04:01:53.000Z,transformers,license:mit,transformers|safetensors|deepseek_v3|text-generation|conversational|custom_code|arxiv:2412.19437|license:mit|eval-results|text-generation-inference|endpoints_compatible|fp8|region:us,True
EleutherAI/pythia-70m-deduped,text-generation,946422,28,2023-07-09T16:07:33.000Z,transformers,license:apache-2.0,transformers|pytorch|safetensors|gpt_neox|text-generation|causal-lm|pythia|en|dataset:EleutherAI/the_pile_deduplicated|arxiv:2304.01373|arxiv:2101.00027|arxiv:2201.07311|license:apache-2.0|text-generation-inference|endpoints_compatible|deploy:azure|region:us,True
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,text-generation,915712,4,2024-12-03T16:57:23.000Z,safetensors,license:apache-2.0,safetensors|qwen2|chat|neuralmagic|llmcompressor|text-generation|conversational|en|base_model:Qwen/Qwen2.5-1.5B|base_model:quantized:Qwen/Qwen2.5-1.5B|license:apache-2.0|8-bit|compressed-tensors|region:us,False
